Cumulative period fertility rates (Lexis squares)
Last modified: 21/01/2015
Code Year    Age     CPFR
CZE  1959    49     2.128
CZE  1959    50     2.128
CZE  1959    51     2.128
CZE  1959    52     2.128
CZE  1959    53     2.128
CZE  1959    54     2.128
CZE  1959    55     2.128
CZE  1960    12     0.000
CZE  1960    13     0.000
CZE  1960    14     0.000
CZE  1960    15     0.000
CZE  1960    16     0.001
CZE  1960    17     0.009
CZE  1960    18     0.035
CZE  1960    19     0.106
CZE  1960    20     0.237
CZE  1960    21     0.413
CZE  1960    22     0.599
CZE  1960    23     0.797
CZE  1960    24     0.984
CZE  1960    25     1.158
CZE  1960    26     1.312
CZE  1960    27     1.446
CZE  1960    28     1.562
CZE  1960    29     1.660
CZE  1960    30     1.743
CZE  1960    31     1.812
CZE  1960    32     1.871
CZE  1960    33     1.920
CZE  1960    34     1.961
CZE  1960    35     1.997
CZE  1960    36     2.026
CZE  1960    37     2.051
CZE  1960    38     2.070
CZE  1960    39     2.086
CZE  1960    40     2.097
CZE  1960    41     2.106
CZE  1960    42     2.112
CZE  1960    43     2.116
CZE  1960    44     2.119
CZE  1960    45     2.120
CZE  1960    46     2.121
CZE  1960    47     2.121
CZE  1960    48     2.121
CZE  1960    49     2.121
CZE  1960    50     2.121
CZE  1960    51     2.121
CZE  1960    52     2.121
CZE  1960    53     2.121
CZE  1960    54     2.121
CZE  1960    55     2.121
CZE  1961    12     0.000
CZE  1961    13     0.000
CZE  1961    14     0.000
CZE  1961    15     0.000
CZE  1961    16     0.001
CZE  1961    17     0.008
CZE  1961    18     0.036
CZE  1961    19     0.104
CZE  1961    20     0.232
CZE  1961    21     0.409
CZE  1961    22     0.607
CZE  1961    23     0.804
CZE  1961    24     1.000
CZE  1961    25     1.173
CZE  1961    26     1.331
CZE  1961    27     1.466
CZE  1961    28     1.581
CZE  1961    29     1.679
CZE  1961    30     1.762
CZE  1961    31     1.834
CZE  1961    32     1.893
CZE  1961    33     1.943
CZE  1961    34     1.985
CZE  1961    35     2.019
CZE  1961    36     2.047
CZE  1961    37     2.071
CZE  1961    38     2.089
CZE  1961    39     2.104
CZE  1961    40     2.116
CZE  1961    41     2.125
CZE  1961    42     2.131
CZE  1961    43     2.135
CZE  1961    44     2.137
CZE  1961    45     2.139
CZE  1961    46     2.139
CZE  1961    47     2.140
CZE  1961    48     2.140
CZE  1961    49     2.140
CZE  1961    50     2.140
CZE  1961    51     2.140
CZE  1961    52     2.140
CZE  1961    53     2.140
CZE  1961    54     2.140
CZE  1961    55     2.140
CZE  1962    12     0.000
CZE  1962    13     0.000
CZE  1962    14     0.000
CZE  1962    15     0.000
CZE  1962    16     0.001
CZE  1962    17     0.008
CZE  1962    18     0.034
CZE  1962    19     0.106
CZE  1962    20     0.237
CZE  1962    21     0.413
CZE  1962    22     0.615
CZE  1962    23     0.822
CZE  1962    24     1.011
CZE  1962    25     1.193
CZE  1962    26     1.352
CZE  1962    27     1.491
CZE  1962    28     1.610
CZE  1962    29     1.709
CZE  1962    30     1.793
CZE  1962    31     1.863
CZE  1962    32     1.918
CZE  1962    33     1.968
CZE  1962    34     2.007
CZE  1962    35     2.039
CZE  1962    36     2.067
CZE  1962    37     2.090
CZE  1962    38     2.107
CZE  1962    39     2.120
CZE  1962    40     2.131
CZE  1962    41     2.139
CZE  1962    42     2.144
CZE  1962    43     2.148
CZE  1962    44     2.150
CZE  1962    45     2.151
CZE  1962    46     2.152
CZE  1962    47     2.152
CZE  1962    48     2.152
CZE  1962    49     2.152
CZE  1962    50     2.152
CZE  1962    51     2.152
CZE  1962    52     2.152
CZE  1962    53     2.152
CZE  1962    54     2.152
CZE  1962    55     2.152
CZE  1963    12     0.000
CZE  1963    13     0.000
CZE  1963    14     0.000
CZE  1963    15     0.000
CZE  1963    16     0.001
CZE  1963    17     0.008
CZE  1963    18     0.036
CZE  1963    19     0.112
CZE  1963    20     0.255
CZE  1963    21     0.443
CZE  1963    22     0.654
CZE  1963    23     0.871
CZE  1963    24     1.081
CZE  1963    25     1.268
CZE  1963    26     1.445
CZE  1963    27     1.598
CZE  1963    28     1.730
CZE  1963    29     1.844
CZE  1963    30     1.940
CZE  1963    31     2.021
CZE  1963    32     2.088
CZE  1963    33     2.144
CZE  1963    34     2.190
CZE  1963    35     2.228
CZE  1963    36     2.258
CZE  1963    37     2.284
CZE  1963    38     2.305
CZE  1963    39     2.320
CZE  1963    40     2.331
CZE  1963    41     2.339
CZE  1963    42     2.344
CZE  1963    43     2.348
CZE  1963    44     2.350
CZE  1963    45     2.352
CZE  1963    46     2.352
CZE  1963    47     2.353
CZE  1963    48     2.353
CZE  1963    49     2.353
CZE  1963    50     2.353
CZE  1963    51     2.353
CZE  1963    52     2.353
CZE  1963    53     2.353
CZE  1963    54     2.353
CZE  1963    55     2.353
CZE  1964    12     0.000
CZE  1964    13     0.000
CZE  1964    14     0.000
CZE  1964    15     0.000
CZE  1964    16     0.001
CZE  1964    17     0.008
CZE  1964    18     0.035
CZE  1964    19     0.110
CZE  1964    20     0.252
CZE  1964    21     0.447
CZE  1964    22     0.657
CZE  1964    23     0.868
CZE  1964    24     1.071
CZE  1964    25     1.261
CZE  1964    26     1.433
CZE  1964    27     1.588
CZE  1964    28     1.725
CZE  1964    29     1.844
CZE  1964    30     1.943
CZE  1964    31     2.028
CZE  1964    32     2.098
CZE  1964    33     2.159
CZE  1964    34     2.208
CZE  1964    35     2.250
CZE  1964    36     2.283
CZE  1964    37     2.310
CZE  1964    38     2.332
CZE  1964    39     2.347
CZE  1964    40     2.359
CZE  1964    41     2.368
CZE  1964    42     2.374
CZE  1964    43     2.379
CZE  1964    44     2.381
CZE  1964    45     2.383
CZE  1964    46     2.383
CZE  1964    47     2.384
CZE  1964    48     2.384
CZE  1964    49     2.384
CZE  1964    50     2.384
CZE  1964    51     2.384
CZE  1964    52     2.384
CZE  1964    53     2.384
CZE  1964    54     2.384
CZE  1964    55     2.384
CZE  1965    12     0.000
CZE  1965    13     0.000
CZE  1965    14     0.000
CZE  1965    15     0.000
CZE  1965    16     0.002
CZE  1965    17     0.009
CZE  1965    18     0.035
CZE  1965    19     0.106
CZE  1965    20     0.240
CZE  1965    21     0.418
CZE  1965    22     0.621
CZE  1965    23     0.816
CZE  1965    24     1.003
CZE  1965    25     1.178
CZE  1965    26     1.334
CZE  1965    27     1.471
CZE  1965    28     1.598
CZE  1965    29     1.707
CZE  1965    30     1.800
CZE  1965    31     1.878
CZE  1965    32     1.945
CZE  1965    33     2.001
CZE  1965    34     2.046
CZE  1965    35     2.083
CZE  1965    36     2.115
CZE  1965    37     2.139
CZE  1965    38     2.158
CZE  1965    39     2.173
CZE  1965    40     2.185
CZE  1965    41     2.194
CZE  1965    42     2.200
CZE  1965    43     2.204
CZE  1965    44     2.206
CZE  1965    45     2.208
CZE  1965    46     2.208
CZE  1965    47     2.209
CZE  1965    48     2.209
CZE  1965    49     2.209
CZE  1965    50     2.209
CZE  1965    51     2.209
CZE  1965    52     2.209
CZE  1965    53     2.209
CZE  1965    54     2.209
CZE  1965    55     2.209
CZE  1966    12     0.000
CZE  1966    13     0.000
CZE  1966    14     0.000
CZE  1966    15     0.000
CZE  1966    16     0.001
CZE  1966    17     0.009
CZE  1966    18     0.034
CZE  1966    19     0.103
CZE  1966    20     0.232
CZE  1966    21     0.409
CZE  1966    22     0.596
CZE  1966    23     0.787
CZE  1966    24     0.959
CZE  1966    25     1.119
CZE  1966    26     1.262
CZE  1966    27     1.393
CZE  1966    28     1.504
CZE  1966    29     1.601
CZE  1966    30     1.684
CZE  1966    31     1.753
CZE  1966    32     1.810
CZE  1966    33     1.859
CZE  1966    34     1.898
CZE  1966    35     1.931
CZE  1966    36     1.958
CZE  1966    37     1.980
CZE  1966    38     1.997
CZE  1966    39     2.011
CZE  1966    40     2.021
CZE  1966    41     2.028
CZE  1966    42     2.033
CZE  1966    43     2.036
CZE  1966    44     2.038
CZE  1966    45     2.039
CZE  1966    46     2.040
CZE  1966    47     2.040
CZE  1966    48     2.040
CZE  1966    49     2.040
CZE  1966    50     2.040
CZE  1966    51     2.040
CZE  1966    52     2.040
CZE  1966    53     2.040
CZE  1966    54     2.040
CZE  1966    55     2.040
CZE  1967    12     0.000
CZE  1967    13     0.000
CZE  1967    14     0.000
CZE  1967    15     0.000
CZE  1967    16     0.001
CZE  1967    17     0.008
CZE  1967    18     0.034
CZE  1967    19     0.103
CZE  1967    20     0.234
CZE  1967    21     0.406
CZE  1967    22     0.593
CZE  1967    23     0.771
CZE  1967    24     0.942
CZE  1967    25     1.094
CZE  1967    26     1.228
CZE  1967    27     1.345
CZE  1967    28     1.447
CZE  1967    29     1.536
CZE  1967    30     1.614
CZE  1967    31     1.676
CZE  1967    32     1.729
CZE  1967    33     1.771
CZE  1967    34     1.807
CZE  1967    35     1.836
CZE  1967    36     1.859
CZE  1967    37     1.877
CZE  1967    38     1.892
CZE  1967    39     1.904
CZE  1967    40     1.912
CZE  1967    41     1.918
CZE  1967    42     1.922
CZE  1967    43     1.926
CZE  1967    44     1.927
CZE  1967    45     1.928
CZE  1967    46     1.929
CZE  1967    47     1.929
CZE  1967    48     1.929
CZE  1967    49     1.929
CZE  1967    50     1.929
CZE  1967    51     1.929
CZE  1967    52     1.929
CZE  1967    53     1.929
CZE  1967    54     1.929
CZE  1967    55     1.929
CZE  1968    12     0.000
CZE  1968    13     0.000
CZE  1968    14     0.000
CZE  1968    15     0.000
CZE  1968    16     0.002
CZE  1968    17     0.008
CZE  1968    18     0.033
CZE  1968    19     0.102
CZE  1968    20     0.228
CZE  1968    21     0.396
CZE  1968    22     0.579
CZE  1968    23     0.757
CZE  1968    24     0.916
CZE  1968    25     1.068
CZE  1968    26     1.198
CZE  1968    27     1.313
CZE  1968    28     1.409
CZE  1968    29     1.495
CZE  1968    30     1.567
CZE  1968    31     1.626
CZE  1968    32     1.674
CZE  1968    33     1.715
CZE  1968    34     1.747
CZE  1968    35     1.773
CZE  1968    36     1.795
CZE  1968    37     1.812
CZE  1968    38     1.826
CZE  1968    39     1.837
CZE  1968    40     1.844
CZE  1968    41     1.850
CZE  1968    42     1.855
CZE  1968    43     1.857
CZE  1968    44     1.859
CZE  1968    45     1.859
CZE  1968    46     1.860
CZE  1968    47     1.860
CZE  1968    48     1.860
CZE  1968    49     1.860
CZE  1968    50     1.860
CZE  1968    51     1.860
CZE  1968    52     1.860
CZE  1968    53     1.860
CZE  1968    54     1.860
CZE  1968    55     1.860
CZE  1969    12     0.000
CZE  1969    13     0.000
CZE  1969    14     0.000
CZE  1969    15     0.000
CZE  1969    16     0.001
CZE  1969    17     0.008
CZE  1969    18     0.036
CZE  1969    19     0.107
CZE  1969    20     0.236
CZE  1969    21     0.409
CZE  1969    22     0.596
CZE  1969    23     0.778
CZE  1969    24     0.946
CZE  1969    25     1.092
CZE  1969    26     1.229
CZE  1969    27     1.342
CZE  1969    28     1.442
CZE  1969    29     1.526
CZE  1969    30     1.596
CZE  1969    31     1.655
CZE  1969    32     1.706
CZE  1969    33     1.746
CZE  1969    34     1.780
CZE  1969    35     1.806
CZE  1969    36     1.828
CZE  1969    37     1.845
CZE  1969    38     1.859
CZE  1969    39     1.869
CZE  1969    40     1.878
CZE  1969    41     1.884
CZE  1969    42     1.888
CZE  1969    43     1.890
CZE  1969    44     1.892
CZE  1969    45     1.893
CZE  1969    46     1.893
CZE  1969    47     1.893
CZE  1969    48     1.893
CZE  1969    49     1.893
CZE  1969    50     1.893
CZE  1969    51     1.893
CZE  1969    52     1.893
CZE  1969    53     1.893
CZE  1969    54     1.893
CZE  1969    55     1.893
CZE  1970    12     0.000
CZE  1970    13     0.000
CZE  1970    14     0.000
CZE  1970    15     0.000
CZE  1970    16     0.002
CZE  1970    17     0.010
CZE  1970    18     0.037
CZE  1970    19     0.106
CZE  1970    20     0.238
CZE  1970    21     0.413
CZE  1970    22     0.600
CZE  1970    23     0.784
CZE  1970    24     0.958
CZE  1970    25     1.111
CZE  1970    26     1.245
CZE  1970    27     1.369
CZE  1970    28     1.470
CZE  1970    29     1.556
CZE  1970    30     1.628
CZE  1970    31     1.690
CZE  1970    32     1.738
CZE  1970    33     1.778
CZE  1970    34     1.812
CZE  1970    35     1.837
CZE  1970    36     1.857
CZE  1970    37     1.874
CZE  1970    38     1.886
CZE  1970    39     1.897
CZE  1970    40     1.905
CZE  1970    41     1.911
CZE  1970    42     1.914
CZE  1970    43     1.917
CZE  1970    44     1.918
CZE  1970    45     1.919
CZE  1970    46     1.919
CZE  1970    47     1.919
CZE  1970    48     1.919
CZE  1970    49     1.920
CZE  1970    50     1.920
CZE  1970    51     1.920
CZE  1970    52     1.920
CZE  1970    53     1.920
CZE  1970    54     1.920
CZE  1970    55     1.920
CZE  1971    12     0.000
CZE  1971    13     0.000
CZE  1971    14     0.000
CZE  1971    15     0.000
CZE  1971    16     0.002
CZE  1971    17     0.010
CZE  1971    18     0.038
CZE  1971    19     0.108
CZE  1971    20     0.236
CZE  1971    21     0.406
CZE  1971    22     0.594
CZE  1971    23     0.780
CZE  1971    24     0.957
CZE  1971    25     1.118
CZE  1971    26     1.261
CZE  1971    27     1.385
CZE  1971    28     1.494
CZE  1971    29     1.588
CZE  1971    30     1.668
CZE  1971    31     1.734
CZE  1971    32     1.787
CZE  1971    33     1.831
CZE  1971    34     1.867
CZE  1971    35     1.895
CZE  1971    36     1.917
CZE  1971    37     1.935
CZE  1971    38     1.948
CZE  1971    39     1.958
CZE  1971    40     1.966
CZE  1971    41     1.971
CZE  1971    42     1.975
CZE  1971    43     1.978
CZE  1971    44     1.979
CZE  1971    45     1.980
CZE  1971    46     1.980
CZE  1971    47     1.980
CZE  1971    48     1.980
CZE  1971    49     1.980
CZE  1971    50     1.980
CZE  1971    51     1.980
CZE  1971    52     1.980
CZE  1971    53     1.980
CZE  1971    54     1.980
CZE  1971    55     1.980
CZE  1972    12     0.000
CZE  1972    13     0.000
CZE  1972    14     0.000
CZE  1972    15     0.000
CZE  1972    16     0.002
CZE  1972    17     0.010
CZE  1972    18     0.038
CZE  1972    19     0.110
CZE  1972    20     0.237
CZE  1972    21     0.413
CZE  1972    22     0.611
CZE  1972    23     0.809
CZE  1972    24     0.994
CZE  1972    25     1.168
CZE  1972    26     1.323
CZE  1972    27     1.457
CZE  1972    28     1.570
CZE  1972    29     1.668
CZE  1972    30     1.751
CZE  1972    31     1.819
CZE  1972    32     1.876
CZE  1972    33     1.922
CZE  1972    34     1.961
CZE  1972    35     1.991
CZE  1972    36     2.015
CZE  1972    37     2.032
CZE  1972    38     2.046
CZE  1972    39     2.056
CZE  1972    40     2.064
CZE  1972    41     2.069
CZE  1972    42     2.072
CZE  1972    43     2.075
CZE  1972    44     2.076
CZE  1972    45     2.077
CZE  1972    46     2.077
CZE  1972    47     2.077
CZE  1972    48     2.077
CZE  1972    49     2.077
CZE  1972    50     2.077
CZE  1972    51     2.077
CZE  1972    52     2.077
CZE  1972    53     2.077
CZE  1972    54     2.077
CZE  1972    55     2.077
CZE  1973    12     0.000
CZE  1973    13     0.000
CZE  1973    14     0.000
CZE  1973    15     0.000
CZE  1973    16     0.001
CZE  1973    17     0.010
CZE  1973    18     0.039
CZE  1973    19     0.113
CZE  1973    20     0.246
CZE  1973    21     0.430
CZE  1973    22     0.637
CZE  1973    23     0.856
CZE  1973    24     1.063
CZE  1973    25     1.258
CZE  1973    26     1.434
CZE  1973    27     1.589
CZE  1973    28     1.717
CZE  1973    29     1.826
CZE  1973    30     1.923
CZE  1973    31     2.003
CZE  1973    32     2.068
CZE  1973    33     2.119
CZE  1973    34     2.161
CZE  1973    35     2.195
CZE  1973    36     2.222
CZE  1973    37     2.242
CZE  1973    38     2.257
CZE  1973    39     2.268
CZE  1973    40     2.276
CZE  1973    41     2.282
CZE  1973    42     2.286
CZE  1973    43     2.288
CZE  1973    44     2.290
CZE  1973    45     2.291
CZE  1973    46     2.291
CZE  1973    47     2.291
CZE  1973    48     2.291
CZE  1973    49     2.291
CZE  1973    50     2.291
CZE  1973    51     2.291
CZE  1973    52     2.291
CZE  1973    53     2.291
CZE  1973    54     2.291
CZE  1973    55     2.291
CZE  1974    12     0.000
CZE  1974    13     0.000
CZE  1974    14     0.000
CZE  1974    15     0.000
CZE  1974    16     0.001
CZE  1974    17     0.009
CZE  1974    18     0.041
CZE  1974    19     0.121
CZE  1974    20     0.270
CZE  1974    21     0.467
CZE  1974    22     0.690
CZE  1974    23     0.919
CZE  1974    24     1.139
CZE  1974    25     1.342
CZE  1974    26     1.524
CZE  1974    27     1.686
CZE  1974    28     1.830
CZE  1974    29     1.948
CZE  1974    30     2.045
CZE  1974    31     2.130
CZE  1974    32     2.199
CZE  1974    33     2.257
CZE  1974    34     2.302
CZE  1974    35     2.340
CZE  1974    36     2.367
CZE  1974    37     2.390
CZE  1974    38     2.406
CZE  1974    39     2.418
CZE  1974    40     2.426
CZE  1974    41     2.432
CZE  1974    42     2.436
CZE  1974    43     2.438
CZE  1974    44     2.439
CZE  1974    45     2.440
CZE  1974    46     2.440
