Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 25/09/2014
Code Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
AUT  1980    17     0.006     0.006     0.000     0.000     0.000     0.000
AUT  1980    18     0.017     0.016     0.001     0.000     0.000     0.000
AUT  1980    19     0.036     0.034     0.003     0.000     0.000     0.000
AUT  1980    20     0.069     0.062     0.007     0.000     0.000     0.000
AUT  1980    21     0.113     0.098     0.014     0.001     0.000     0.000
AUT  1980    22     0.165     0.136     0.026     0.003     0.000     0.000
AUT  1980    23     0.224     0.176     0.042     0.005     0.001     0.000
AUT  1980    24     0.291     0.218     0.063     0.009     0.001     0.000
AUT  1980    25     0.367     0.262     0.089     0.014     0.002     0.000
AUT  1980    26     0.448     0.307     0.117     0.021     0.003     0.001
AUT  1980    27     0.533     0.352     0.147     0.030     0.005     0.001
AUT  1980    28     0.623     0.397     0.180     0.038     0.006     0.001
AUT  1980    29     0.718     0.444     0.215     0.048     0.009     0.002
AUT  1980    30     0.818     0.490     0.252     0.061     0.012     0.003
AUT  1980    31         .         .         .         .         .         .
AUT  1980    32         .         .         .         .         .         .
AUT  1980    33         .         .         .         .         .         .
AUT  1980    34         .         .         .         .         .         .
AUT  1980    35         .         .         .         .         .         .
AUT  1980    36         .         .         .         .         .         .
AUT  1980    37         .         .         .         .         .         .
AUT  1980    38         .         .         .         .         .         .
AUT  1980    39         .         .         .         .         .         .
AUT  1980    40         .         .         .         .         .         .
AUT  1980    41         .         .         .         .         .         .
AUT  1980    42         .         .         .         .         .         .
AUT  1980    43         .         .         .         .         .         .
AUT  1980    44         .         .         .         .         .         .
AUT  1980    45         .         .         .         .         .         .
AUT  1980    46         .         .         .         .         .         .
AUT  1980    47         .         .         .         .         .         .
AUT  1980    48         .         .         .         .         .         .
AUT  1980    49         .         .         .         .         .         .
AUT  1980    50         .         .         .         .         .         .
AUT  1980    51         .         .         .         .         .         .
AUT  1980    52         .         .         .         .         .         .
AUT  1980    53         .         .         .         .         .         .
AUT  1980    54         .         .         .         .         .         .
AUT  1980    55         .         .         .         .         .         .
AUT  1981    12     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1981    13     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1981    14     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1981    15     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1981    16     0.001     0.001     0.000     0.000     0.000     0.000
AUT  1981    17     0.005     0.005     0.000     0.000     0.000     0.000
AUT  1981    18     0.015     0.015     0.001     0.000     0.000     0.000
AUT  1981    19     0.035     0.032     0.002     0.000     0.000     0.000
AUT  1981    20     0.065     0.059     0.006     0.000     0.000     0.000
AUT  1981    21     0.107     0.092     0.014     0.001     0.000     0.000
AUT  1981    22     0.156     0.129     0.025     0.002     0.000     0.000
AUT  1981    23     0.213     0.167     0.041     0.005     0.000     0.000
AUT  1981    24     0.278     0.208     0.061     0.008     0.001     0.000
AUT  1981    25     0.349     0.250     0.084     0.013     0.002     0.000
AUT  1981    26     0.426     0.293     0.110     0.019     0.003     0.001
AUT  1981    27     0.513     0.338     0.142     0.027     0.005     0.001
AUT  1981    28     0.600     0.383     0.174     0.035     0.007     0.001
AUT  1981    29     0.695     0.429     0.210     0.045     0.009     0.002
AUT  1981    30         .         .         .         .         .         .
AUT  1981    31         .         .         .         .         .         .
AUT  1981    32         .         .         .         .         .         .
AUT  1981    33         .         .         .         .         .         .
AUT  1981    34         .         .         .         .         .         .
AUT  1981    35         .         .         .         .         .         .
AUT  1981    36         .         .         .         .         .         .
AUT  1981    37         .         .         .         .         .         .
AUT  1981    38         .         .         .         .         .         .
AUT  1981    39         .         .         .         .         .         .
AUT  1981    40         .         .         .         .         .         .
AUT  1981    41         .         .         .         .         .         .
AUT  1981    42         .         .         .         .         .         .
AUT  1981    43         .         .         .         .         .         .
AUT  1981    44         .         .         .         .         .         .
AUT  1981    45         .         .         .         .         .         .
AUT  1981    46         .         .         .         .         .         .
AUT  1981    47         .         .         .         .         .         .
AUT  1981    48         .         .         .         .         .         .
AUT  1981    49         .         .         .         .         .         .
AUT  1981    50         .         .         .         .         .         .
AUT  1981    51         .         .         .         .         .         .
AUT  1981    52         .         .         .         .         .         .
AUT  1981    53         .         .         .         .         .         .
AUT  1981    54         .         .         .         .         .         .
AUT  1981    55         .         .         .         .         .         .
AUT  1982    12     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1982    13     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1982    14     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1982    15     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1982    16     0.001     0.001     0.000     0.000     0.000     0.000
AUT  1982    17     0.005     0.005     0.000     0.000     0.000     0.000
AUT  1982    18     0.015     0.015     0.001     0.000     0.000     0.000
AUT  1982    19     0.035     0.033     0.002     0.000     0.000     0.000
AUT  1982    20     0.066     0.060     0.006     0.000     0.000     0.000
AUT  1982    21     0.106     0.092     0.013     0.001     0.000     0.000
AUT  1982    22     0.156     0.129     0.025     0.002     0.000     0.000
AUT  1982    23     0.213     0.167     0.040     0.005     0.001     0.000
AUT  1982    24     0.277     0.206     0.061     0.009     0.001     0.000
AUT  1982    25     0.345     0.245     0.084     0.013     0.002     0.000
AUT  1982    26     0.420     0.286     0.112     0.019     0.003     0.001
AUT  1982    27     0.501     0.329     0.140     0.026     0.005     0.001
AUT  1982    28     0.586     0.373     0.170     0.035     0.007     0.002
AUT  1982    29         .         .         .         .         .         .
AUT  1982    30         .         .         .         .         .         .
AUT  1982    31         .         .         .         .         .         .
