Census-based period fertility tables, birth orders 1 to 5+
Last modified: 25/09/2014
Code Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
HUN  1982    52   0.11648   0.00000   0.00000    1028      0    1028   8972   0.26210   0.00000   0.00000   2167      0    2167   6804   0.38238   0.00000   0.00000   5051      0    5051   1753   0.14274   0.00000   0.00000   1299      0    1299    455   0.09631   0.00000   0.00000    455      0     455    336
HUN  1982    53   0.11648   0.00000   0.00000    1028      0    1028   8972   0.26210   0.00000   0.00000   2167      0    2167   6804   0.38238   0.00000   0.00000   5051      0    5051   1753   0.14274   0.00000   0.00000   1299      0    1299    455   0.09631   0.00000   0.00000    455      0     455    336
HUN  1982    54   0.11648   0.00000   0.00000    1028      0    1028   8972   0.26210   0.00000   0.00000   2167      0    2167   6804   0.38238   0.00000   0.00000   5051      0    5051   1753   0.14274   0.00000   0.00000   1299      0    1299    455   0.09631   0.00000   0.00000    455      0     455    336
HUN  1982    55+  0.11648   0.00000   0.00000    1028      0    1028   8972   0.26210   0.00000   0.00000   2167      0    2167   6804   0.38238   0.00000   0.00000   5051      0    5051   1753   0.14274   0.00000   0.00000   1299      0    1299    455   0.09631   0.00000   0.00000    455      0     455    336
HUN  1983    12-  1.00000   0.00001   0.00001   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
HUN  1983    13   0.99971   0.00034   0.00034   10000      3    9998      0   0.00029   0.00000   0.00000      0      0       2      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
HUN  1983    14   0.99779   0.00228   0.00228    9996     23    9985      4   0.00214   0.00653   0.00651      4      0      15      0   0.00007         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
HUN  1983    15   0.99126   0.00882   0.00878    9974     88    9930     26   0.00826   0.06956   0.06722     26      5      69      0   0.00046   0.06106   0.05925      0      0       1      0   0.00003         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
HUN  1983    16   0.97461   0.02239   0.02214    9886    219    9777    114   0.02315   0.09261   0.08851    109     20     214      5   0.00211   0.05759   0.05597      5      1      10      0   0.00012   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
HUN  1983    17   0.94073   0.04414   0.04318    9667    417    9459    333   0.05264   0.10003   0.09527    308     50     502     25   0.00608   0.08159   0.07839     24      3      38      1   0.00052   0.06136   0.05954      1      0       2      0   0.00002         .         .      0      0       0      0
HUN  1983    18   0.88043   0.07602   0.07323    9250    677    8911    750   0.10271   0.12213   0.11510    675    119     975     75   0.01509   0.08958   0.08574     71     10     107      4   0.00162   0.09054   0.08662      4      1       6      0   0.00014   0.11540   0.10911      0      0       0      0
HUN  1983    19   0.79303   0.11473   0.10850    8572    930    8107   1428   0.16984   0.12966   0.12177   1234    211    1624    194   0.03271   0.09652   0.09208    181     24     248     13   0.00401   0.11029   0.10452     13      2      20      1   0.00041   0.11999   0.11320      1      0       1      0
HUN  1983    20   0.68853   0.14410   0.13442    7642   1027    7129   2358   0.24042   0.13900   0.12997   1953    325    2340    405   0.06187   0.08615   0.08259    367     41     479     37   0.00812   0.11525   0.10897     34      5      48      3   0.00106   0.07871   0.07573      3      0       5      0
HUN  1983    21   0.58158   0.16698   0.15412    6615   1019    6105   3385   0.30113   0.15569   0.14445   2655    463    2973    730   0.10112   0.07227   0.06975    651     59     820     78   0.01365   0.10949   0.10381     70     10      89      8   0.00253   0.14744   0.13732      8      2      12      1
HUN  1983    22   0.48314   0.17504   0.16096    5596    901    5145   4404   0.34263   0.15461   0.14352   3212    531    3432   1193   0.14852   0.06354   0.06158   1055     80    1253    138   0.02085   0.10841   0.10284    120     16     146     18   0.00486   0.12560   0.11817     18      3      24      2
HUN  1983    23   0.39508   0.18901   0.17269    4695    811    4290   5305   0.36475   0.16652   0.15372   3582    618    3712   1723   0.20326   0.05258   0.05123   1506     92    1743    217   0.02925   0.10252   0.09752    183     22     213     34   0.00766   0.13043   0.12244     34      6      43      5
HUN  1983    24   0.32156   0.19389   0.17676    3884    687    3541   6116   0.37180   0.16735   0.15443   3774    640    3826   2341   0.25826   0.04758   0.04647   2032    108    2277    309   0.03797   0.07249   0.06996    253     21     292     56   0.01042   0.15252   0.14171     56     10      65     11
HUN  1983    25   0.26376   0.18844   0.17221    3198    551    2922   6802   0.36140   0.16606   0.15333   3821    632    3803   2982   0.31239   0.04434   0.04337   2564    124    2802    417   0.04906   0.07209   0.06958    340     28     384     77   0.01339   0.14017   0.13099     77     12      89     21
HUN  1983    26   0.22239   0.16448   0.15198    2647    402    2446   7353   0.34090   0.16631   0.15355   3740    608    3654   3613   0.36220   0.03816   0.03745   3072    126    3301    542   0.05837   0.06265   0.06075    437     30     481    105   0.01615   0.14320   0.13363    105     17     118     33
HUN  1983    27   0.19388   0.13678   0.12803    2245    287    2101   7755   0.31785   0.15801   0.14644   3534    540    3419   4221   0.40353   0.03334   0.03279   3553    125    3754    667   0.06613   0.05111   0.04984    533     30     578    135   0.01861   0.11561   0.10929    135     17     148     50
HUN  1983    28   0.17253   0.11269   0.10668    1957    209    1853   8043   0.29305   0.14386   0.13420   3282    455    3166   4761   0.43768   0.02829   0.02790   3969    117    4133    793   0.07566   0.04215   0.04128    628     28     671    164   0.02107   0.10808   0.10254    164     19     177     67
HUN  1983    29   0.15806   0.09738   0.09286    1748    162    1667   8252   0.26965   0.12647   0.11895   3035    371    2936   5217   0.46201   0.02850   0.02810   4307    126    4427    910   0.08681   0.03285   0.03232    717     25     766    193   0.02347   0.09889   0.09423    193     20     204     86
HUN  1983    30   0.14387   0.08026   0.07716    1586    122    1525   8414   0.24633   0.11003   0.10429   2826    301    2740   5588   0.48177   0.02201   0.02177   4552    102    4650   1036   0.09961   0.03068   0.03021    818     26     855    218   0.02841   0.08292   0.07962    218     19     230    107
HUN  1983    31   0.13097   0.06755   0.06534    1464     96    1416   8536   0.22727   0.09072   0.08678   2647    234    2580   5889   0.49653   0.02045   0.02024   4751     99    4818   1138   0.11058   0.02869   0.02829    894     27     930    244   0.03465   0.07396   0.07133    244     19     257    126
HUN  1983    32   0.12371   0.05685   0.05527    1368     76    1330   8632   0.21743   0.06894   0.06664   2509    170    2463   6123   0.50164   0.01675   0.01661   4887     83    4930   1237   0.11879   0.02388   0.02360    966     24     995    271   0.03843   0.07194   0.06944    271     20     282    145
HUN  1983    33   0.11581   0.04810   0.04697    1292     61    1262   8708   0.21308   0.05279   0.05144   2414    126    2383   6293   0.50408   0.01474   0.01463   4974     74    5000   1319   0.12493   0.01847   0.01830   1025     19    1052    294   0.04210   0.05797   0.05634    294     18     304    165
HUN  1983    34   0.11091   0.03713   0.03645    1232     45    1209   8768   0.21222   0.04023   0.03943   2349     94    2325   6419   0.50322   0.01283   0.01275   5026     65    5040   1393   0.12868   0.01673   0.01659   1079     18    1102    314   0.04498   0.05622   0.05468    314     18     323    183
HUN  1983    35   0.10795   0.03257   0.03205    1187     38    1168   8813   0.21708   0.02943   0.02900   2301     67    2286   6513   0.49910   0.00978   0.00973   5055     50    5064   1458   0.13034   0.01413   0.01403   1125     16    1142    332   0.04553   0.04498   0.04399    332     15     340    201
HUN  1983    36   0.10579   0.02550   0.02518    1149     29    1134   8851   0.22361   0.02113   0.02091   2271     48    2262   6580   0.49386   0.00685   0.00683   5073     35    5079   1507   0.12940   0.01334   0.01325   1159     16    1168    348   0.04736   0.04859   0.04743    348     17     356    216
HUN  1983    37   0.10546   0.01963   0.01944    1120     22    1109   8880   0.22897   0.01441   0.01431   2253     32    2247   6628   0.48615   0.00618   0.00616   5086     31    5086   1542   0.12876   0.00919   0.00915   1178     11    1188    364   0.05064   0.04058   0.03977    364     15     369    233
HUN  1983    38   0.10221   0.01465   0.01455    1098     16    1090   8902   0.23360   0.00873   0.00869   2242     20    2240   6660   0.48156   0.00438   0.00437   5087     22    5085   1573   0.12929   0.00794   0.00791   1198     10    1205    375   0.05334   0.03094   0.03046    375     12     380    248
HUN  1983    39   0.09933   0.01198   0.01191    1082     13    1076   8918   0.24205   0.00547   0.00545   2238     12    2239   6680   0.47531   0.00323   0.00323   5084     16    5082   1596   0.12765   0.00555   0.00554   1211      7    1216    384   0.05565   0.02955   0.02912    384     11     388    260
HUN  1983    40   0.09884   0.00642   0.00640    1069      7    1066   8931   0.25372   0.00478   0.00477   2239     11    2237   6692   0.46593   0.00230   0.00230   5080     12    5079   1612   0.12310   0.00470   0.00469   1221      6    1224    391   0.05841   0.02004   0.01984    391      8     394    272
HUN  1983    41   0.09960   0.00383   0.00383    1062      4    1060   8938   0.26218   0.00205   0.00205   2235      5    2235   6702   0.45554   0.00183   0.00183   5079      9    5076   1624   0.12095   0.00433   0.00432   1227      5    1229    397   0.06173   0.01741   0.01726    397      7     400    279
HUN  1983    42   0.10029   0.00345   0.00344    1058      4    1057   8942   0.26808   0.00166   0.00166   2235      4    2235   6707   0.44490   0.00142   0.00142   5074      7    5072   1633   0.12170   0.00284   0.00284   1231      3    1233    402   0.06504   0.01240   0.01232    402      5     404    286
HUN  1983    43   0.10089   0.00145   0.00145    1055      2    1054   8945   0.27593   0.00090   0.00090   2235      2    2234   6711   0.43524   0.00050   0.00050   5071      3    5070   1640   0.12007   0.00171   0.00171   1234      2    1235    406   0.06788   0.00669   0.00667    406      3     407    291
HUN  1983    44   0.10060   0.00044   0.00044    1053      0    1053   8947   0.28057   0.00037   0.00037   2234      1    2234   6713   0.42837   0.00049   0.00049   5070      2    5069   1643   0.11917   0.00112   0.00112   1235      1    1235    408   0.07130   0.00355   0.00354    408      1     409    294
HUN  1983    45   0.09976   0.00045   0.00045    1053      0    1052   8947   0.28039   0.00000   0.00000   2234      0    2234   6714   0.42353   0.00021   0.00021   5068      1    5068   1645   0.12124   0.00025   0.00025   1236      0    1236    409   0.07507   0.00258   0.00257    409      1     409    296
HUN  1983    46   0.10039   0.00000   0.00000    1052      0    1052   8948   0.28280   0.00005   0.00005   2234      0    2234   6714   0.41570   0.00007   0.00007   5067      0    5067   1646   0.12322   0.00024   0.00024   1237      0    1237    410   0.07789   0.00077   0.00077    410      0     410    297
HUN  1983    47   0.10176   0.00030   0.00030    1052      0    1052   8948   0.28489   0.00005   0.00005   2234      0    2234   6714   0.41082   0.00000   0.00000   5067      0    5067   1647   0.12385   0.00012   0.00012   1237      0    1237    410   0.07868   0.00039   0.00039    410      0     410    297
